key,table,entry_id,field,index,english,korean
Table_Enemies|slagh_astromancer|name|,Table_Enemies,slagh_astromancer,name,,Slagh Astromancer,슬라흐 점성술사
Table_Enemies|slagh_astromancer|name_color|,Table_Enemies,slagh_astromancer,name_color,,[color=#30af40]Slagh Astromancer[/color],[color=#30af40]슬라흐 점성술사[/color]
Table_Enemies|slagh_astromancer|sighting|,Table_Enemies,slagh_astromancer,sighting,,...,...
Table_Enemies|slagh_astromancer|description|,Table_Enemies,slagh_astromancer,description,,A revered star-dancer of the deep forests. Vizier of the Slagh horde,깊은 숲에서 공경받는 별의 무희. 슬라흐 무리의 재상
Table_Enemies|slagh_astromancer|rumor|,Table_Enemies,slagh_astromancer,rumor,,There is a great mound of skulls covered in moss and shimmering purple flowers,이끼와 보랏빛 꽃이 흐드러진 거대한 두개골 무덤이 있다
Table_Enemies|slagh_astromancer|intro|,Table_Enemies,slagh_astromancer,intro,,"The [color=#30af40]Slagh Astromancer[/color] gestures at you...

""O pilgrim...beast of hungry stars...my trophy...""","[color=#30af40]슬라흐 점성술사[/color]가 너를 향해 손짓한다...

""오 순례자여...굶주린 별의 야수여...나의 전리품이여..."""
Table_Enemies|slagh_astromancer|taunt|,Table_Enemies,slagh_astromancer,taunt,,The [color=#30af40]Slagh Astromancer[/color] dances around your stunned body. A violet rift appears...,[color=#30af40]슬라흐 점성술사[/color]가 네 기절한 몸 주위를 춤추며 돈다. 보랏빛 균열이 나타난다...
Table_Enemies|slagh_astromancer|phrase|0,Table_Enemies,slagh_astromancer,phrase,0,Our vizier awaits thee...,우리의 재상이 너를 기다린다...
Table_Enemies|slagh_astromancer|phrase|1,Table_Enemies,slagh_astromancer,phrase,1,O hungry stars...,오 굶주린 별들이여...
Table_Enemies|burrowking|name|,Table_Enemies,burrowking,name,,Burrow King,굴 왕
Table_Enemies|burrowking|name_color|,Table_Enemies,burrowking,name_color,,[color=#c0c040]Burrow King[/color],[color=#c0c040]굴 왕[/color]
Table_Enemies|burrowking|sighting|,Table_Enemies,burrowking,sighting,,...,...
Table_Enemies|burrowking|description|,Table_Enemies,burrowking,description,,An enormous master of rat-men,쥐인간들의 거대한 지배자
Table_Enemies|burrowking|rumor|,Table_Enemies,burrowking,rumor,,You see a horrific statue made of dung. It is in the shape of a crown,배설물로 만든 끔찍한 조각상이 보인다. 왕관 모양이다
Table_Enemies|burrowking|intro|,Table_Enemies,burrowking,intro,,"The [color=#c0c040]Burrow King[/color] rises from his pile of dung...

""Squeak squeak""...such horrific nobility...","[color=#c0c040]굴 왕[/color]이 배설물 더미에서 일어선다...

""오 배설물의 군주여..."""
Table_Enemies|burrowking|taunt|,Table_Enemies,burrowking,taunt,,The [color=#c0c040]Burrow King[/color] squeaks commandingly. Your body is impaled...,[color=#c0c040]굴 왕[/color]이 명령하듯 끼익거린다. 네 몸이 꿰뚫린다...
Table_Enemies|burrowking|phrase|0,Table_Enemies,burrowking,phrase,0,O lord of dung...,오 배설물의 군주여...
Table_Enemies|burrowking|phrase|1,Table_Enemies,burrowking,phrase,1,Chittering master...,재잘거리는 지배자여...
Table_Enemies|gil_elga|name|,Table_Enemies,gil_elga,name,,Gil-Elga,길-엘가
Table_Enemies|gil_elga|name_color|,Table_Enemies,gil_elga,name_color,,[color=#ff4040]Gil-Elga[/color],[color=#ff4040]길-엘가[/color]
Table_Enemies|gil_elga|sighting|,Table_Enemies,gil_elga,sighting,,...,...
Table_Enemies|gil_elga|description|,Table_Enemies,gil_elga,description,,A reptilian prince of the underground swamps. Worships a nameless god of blood,지하 습지의 파충류 왕자. 이름 없는 피의 신을 숭배한다
Table_Enemies|gil_elga|rumor|,Table_Enemies,gil_elga,rumor,,You see a blood-stained reptilian shrine,피로 물든 파충류 성소가 보인다
Table_Enemies|gil_elga|intro|,Table_Enemies,gil_elga,intro,,"The [color=#ff4040]Gil-Elga[/color] raises its scythe...

A god of blood is near...","[color=#ff4040]길-엘가[/color]가 낫을 치켜든다...

""붉은 검을 위하여!"""
Table_Enemies|gil_elga|taunt|,Table_Enemies,gil_elga,taunt,,The [color=#ff4040]Gil-Elga[/color] slashes you. A torrent of blood...,[color=#ff4040]길-엘가[/color]가 너를 베어 낸다. 피가 쏟아진다...
Table_Enemies|gil_elga|phrase|0,Table_Enemies,gil_elga,phrase,0,For the red blade!,붉은 검을 위하여!
Table_Enemies|gil_elga|phrase|1,Table_Enemies,gil_elga,phrase,1,O tunnel-prince...,오 터널의 왕자여...
Table_Enemies|golden_litter|name|,Table_Enemies,golden_litter,name,,Golden Litter,황금 가마
Table_Enemies|golden_litter|name_color|,Table_Enemies,golden_litter,name_color,,[color=#f0a000]Golden Litter[/color],[color=#f0a000]황금 가마[/color]
Table_Enemies|golden_litter|sighting|,Table_Enemies,golden_litter,sighting,,...,...
Table_Enemies|golden_litter|description|,Table_Enemies,golden_litter,description,,A platform heaped with 'living gold.' Treasured and worshipped by Hobgoblins,'살아있는 황금'이 쌓인 가마. 홉고블린들이 소중히 숭배한다
Table_Enemies|golden_litter|rumor|,Table_Enemies,golden_litter,rumor,,You hear rumors of 'living gold','살아있는 황금'에 관한 소문이 들린다
Table_Enemies|golden_litter|intro|,Table_Enemies,golden_litter,intro,,"The [color=#f0a000]Golden Litter[/color] is raised...

Shimmering light. Strange heat...","[color=#f0a000]황금 가마[/color]가 높이 들어올려진다...

""오 황금의 살이여..."""
Table_Enemies|golden_litter|taunt|,Table_Enemies,golden_litter,taunt,,The [color=#f0a000]Golden Litter[/color] encapsulates you...,[color=#f0a000]황금 가마[/color]가 너를 집어삼킨다...
Table_Enemies|golden_litter|phrase|0,Table_Enemies,golden_litter,phrase,0,O golden flesh...,오 황금의 살이여...
Table_Enemies|golden_litter|phrase|1,Table_Enemies,golden_litter,phrase,1,O glimmering...O beauteous...,오 반짝이는...오 아름다운...
Table_Enemies|aciddrake|name|,Table_Enemies,aciddrake,name,,Hamidrake,하미드레이크
Table_Enemies|aciddrake|name_color|,Table_Enemies,aciddrake,name_color,,[color=#ffd000]Hamidrake[/color],[color=#ffd000]하미드레이크[/color]
Table_Enemies|aciddrake|sighting|,Table_Enemies,aciddrake,sighting,,...,...
Table_Enemies|aciddrake|description|,Table_Enemies,aciddrake,description,,A blind lumbering beast born from a pool of acid,산성 웅덩이에서 태어난 눈먼 둔중한 야수
Table_Enemies|aciddrake|rumor|,Table_Enemies,aciddrake,rumor,,The heights of the tower seem dissolved. You smell melting stone,탑의 높은 곳이 녹아 있는 것 같다. 돌이 녹는 냄새가 난다
Table_Enemies|aciddrake|intro|,Table_Enemies,aciddrake,intro,,"The [color=#ffd000]Hamidrake[/color] hisses!

Vile seepage...all-consuming...","[color=#ffd000]하미드레이크[/color]가 쉿 소리를 낸다!

축복받은 용해여!"
Table_Enemies|aciddrake|taunt|,Table_Enemies,aciddrake,taunt,,The [color=#ffd000]Hamidrake[/color] blindly devours you...,[color=#ffd000]하미드레이크[/color]가 눈도 뜨지 않고 너를 집어삼킨다...
Table_Enemies|aciddrake|phrase|0,Table_Enemies,aciddrake,phrase,0,Blessed dissolution!,축복받은 용해여!
Table_Enemies|aciddrake|phrase|1,Table_Enemies,aciddrake,phrase,1,O seething beast...,오 끓어오르는 야수여...
Table_Enemies|thunder_egg|name|,Table_Enemies,thunder_egg,name,,Thunder Egg,천둥알
Table_Enemies|thunder_egg|name_color|,Table_Enemies,thunder_egg,name_color,,[color=#3050ff]Thunder Egg[/color],[color=#3050ff]천둥알[/color]
Table_Enemies|thunder_egg|sighting|,Table_Enemies,thunder_egg,sighting,,[color=#3050ff]Thunder Eggs[/color] quiver here,[color=#3050ff]천둥알들[/color]이 여기서 떨린다
Table_Enemies|thunder_egg|description|,Table_Enemies,thunder_egg,description,,An egg laid by a 'living storm','살아있는 폭풍'이 낳은 알
Table_Enemies|thunder_egg|rumor|,Table_Enemies,thunder_egg,rumor,,You smell the stench of lightning,번개 냄새가 진동한다
Table_Enemies|thunder_egg|taunt|,Table_Enemies,thunder_egg,taunt,,The [color=#3050ff]Thunder Egg[/color] electrocutes you...,[color=#3050ff]천둥알[/color]이 너를 감전시킨다...
Table_Enemies|boga|name|,Table_Enemies,boga,name,,Boga,보가
Table_Enemies|boga|name_color|,Table_Enemies,boga,name_color,,[color=#af4040]Boga[/color],[color=#af4040]보가[/color]
Table_Enemies|boga|sighting|,Table_Enemies,boga,sighting,,[color=#af4040]Boga[/color] slither here,[color=#af4040]보가[/color]가 여기를 기어다닌다
Table_Enemies|boga|description|,Table_Enemies,boga,description,,A writhing clay-colored serpent from the underground sea,지하 바다에서 온 꿈틀거리는 진흙빛 뱀
Table_Enemies|boga|rumor|,Table_Enemies,boga,rumor,,The ground is littered with discarded scales,바닥에 버려진 비늘이 잔뜩 흩어져 있다
Table_Enemies|boga|taunt|,Table_Enemies,boga,taunt,,The [color=#af4040]Boga[/color] wraps you in its coils...,[color=#af4040]보가[/color]가 똬리로 너를 감아 조인다...
Table_Enemies|ratman_phalangite|name|,Table_Enemies,ratman_phalangite,name,,Rat-man Phalangite,쥐인간 밀집창병
Table_Enemies|ratman_phalangite|name_color|,Table_Enemies,ratman_phalangite,name_color,,[color=#c0c040]Rat-man Phalangite[/color],[color=#c0c040]쥐인간 밀집창병[/color]
Table_Enemies|ratman_phalangite|sighting|,Table_Enemies,ratman_phalangite,sighting,,[color=#c0c040]Rat-men Phalangites[/color] patrol here,[color=#c0c040]쥐인간 밀집창병들[/color]이 여기를 순찰한다
Table_Enemies|ratman_phalangite|description|,Table_Enemies,ratman_phalangite,description,,A disciplined guardian of the rat-man colonies,쥐인간 군집의 규율 잡힌 수호자
Table_Enemies|ratman_phalangite|rumor|,Table_Enemies,ratman_phalangite,rumor,,The rat-men have raised their flag here,쥐인간들이 이 곳에 깃발을 꽂았다
Table_Enemies|ratman_phalangite|taunt|,Table_Enemies,ratman_phalangite,taunt,,The [color=#c0c040]Rat-man Phalangite[/color] squeaks ecstatically...,[color=#c0c040]쥐인간 밀집창병[/color]이 황홀하게 끼익거린다...
Table_Enemies|Eldite|name|,Table_Enemies,Eldite,name,,Eldite,엘다이트
Table_Enemies|Eldite|name_color|,Table_Enemies,Eldite,name_color,,[color=#0060ff]Edlite[/color],[color=#0060ff]엘다이트[/color]
Table_Enemies|Eldite|sighting|,Table_Enemies,Eldite,sighting,,[color=#0060ff]Edlites[/color] patrol here,[color=#0060ff]엘다이트들[/color]이 여기를 순찰한다
Table_Enemies|Eldite|description|,Table_Enemies,Eldite,description,,A lance-wielding servant of the Thunder Priests,천둥 사제들을 섬기는 창 무사
Table_Enemies|Eldite|rumor|,Table_Enemies,Eldite,rumor,,You see a discarded lance bearing the thunder-rune,천둥 룬이 새겨진 버려진 창이 보인다
Table_Enemies|Eldite|taunt|,Table_Enemies,Eldite,taunt,,"The [color=#0060ff]Edlite[/color] impales you ""O priest! Witness me!""...","[color=#0060ff]엘다이트[/color]가 너를 꿰뚫는다 ""오 사제여! 저를 지켜보소서!""..."
Table_Enemies|Gehen|name|,Table_Enemies,Gehen,name,,Gehen,게헨
Table_Enemies|Gehen|name_color|,Table_Enemies,Gehen,name_color,,[color=#a0a000]Gehen[/color],[color=#a0a000]게헨[/color]
Table_Enemies|Gehen|sighting|,Table_Enemies,Gehen,sighting,,[color=#a0a000]Gehen[/color] worship here,[color=#a0a000]게헨[/color]이 여기서 제를 올린다
Table_Enemies|Gehen|description|,Table_Enemies,Gehen,description,,A denuded exile of the gate of death. Serves a wandering Skin Priest,죽음의 문에서 유배된 벌거벗은 추방자. 방랑하는 가죽 사제를 섬긴다
Table_Enemies|Gehen|rumor|,Table_Enemies,Gehen,rumor,,You see discarded sheets of rotten flesh,썩은 살가죽 조각들이 여기저기 버려져 있다
Table_Enemies|Gehen|taunt|,Table_Enemies,Gehen,taunt,,"The [color=#a0a000]Gehen[/color] flays you ""O priest! O blighted masters!""...","[color=#a0a000]게헨[/color]이 너의 살을 벗긴다 ""오 사제여! 오 역병의 지배자들이여!""..."
Table_Enemies|slagh_rider|name|,Table_Enemies,slagh_rider,name,,Slagh Rider,슬라흐 기마병
Table_Enemies|slagh_rider|name_color|,Table_Enemies,slagh_rider,name_color,,[color=#30af40]Slagh Rider[/color],[color=#30af40]슬라흐 기마병[/color]
Table_Enemies|slagh_rider|sighting|,Table_Enemies,slagh_rider,sighting,,[color=#30af40]Slagh Riders[/color] gather here,[color=#30af40]슬라흐 기마병들[/color]이 여기에 집결한다
Table_Enemies|slagh_rider|description|,Table_Enemies,slagh_rider,description,,A swift marauder riding an enormous war-dog. A champion of the Slagh horde,거대한 군견을 타고 달리는 날랜 약탈자. 슬라흐 무리의 용사
Table_Enemies|slagh_rider|rumor|,Table_Enemies,slagh_rider,rumor,,You see a skull etched with the carving of a dog,개가 새겨진 두개골 조각이 보인다
Table_Enemies|slagh_rider|taunt|,Table_Enemies,slagh_rider,taunt,,The [color=#30af40]Slagh Rider[/color] severs your throat with a hooked knife...,[color=#30af40]슬라흐 기마병[/color]이 갈고리 칼로 네 목을 벤다...
Table_Enemies|wechuge|name|,Table_Enemies,wechuge,name,,Wechuge,웨추게
Table_Enemies|wechuge|name_color|,Table_Enemies,wechuge,name_color,,[color=#5070ff]Wechuge[/color],[color=#5070ff]웨추게[/color]
Table_Enemies|wechuge|sighting|,Table_Enemies,wechuge,sighting,,[color=#5070ff]Wechuge[/color] hunt here,[color=#5070ff]웨추게[/color]가 여기서 사냥한다
Table_Enemies|wechuge|description|,Table_Enemies,wechuge,description,,A spirit-beast made from ice and spells by a prodigious Arjana mage of the frozen waste,얼어붙은 황무지의 뛰어난 아르자나 마법사가 얼음과 주문으로 만든 영적 야수
Table_Enemies|wechuge|rumor|,Table_Enemies,wechuge,rumor,,You see mounds of unnatural blue ice,부자연스러운 파란 얼음 더미가 보인다
Table_Enemies|wechuge|taunt|,Table_Enemies,wechuge,taunt,,The [color=#5070ff]Wechuge[/color] howls...,[color=#5070ff]웨추게[/color]가 울부짖는다...
Table_Enemies|Fera|name|,Table_Enemies,Fera,name,,Ferod,페로드
Table_Enemies|Fera|name_color|,Table_Enemies,Fera,name_color,,[color=#70af00]Ferod[/color],[color=#70af00]페로드[/color]
Table_Enemies|Fera|sighting|,Table_Enemies,Fera,sighting,,[color=#70af00]Ferods[/color] crawl here,[color=#70af00]페로드들[/color]이 여기를 기어다닌다
Table_Enemies|Fera|description|,Table_Enemies,Fera,description,,An elemental mass of malicious vines. Serves the vengeful will of a sacred forest that was destroyed long ago,악의적인 덩굴의 정령 덩어리. 오래 전 파괴된 성스러운 숲의 복수하는 의지를 섬긴다
Table_Enemies|Fera|rumor|,Table_Enemies,Fera,rumor,,It is said evil vines grow here,이 곳에 사악한 덩굴이 자란다고 전해진다
Table_Enemies|Fera|taunt|,Table_Enemies,Fera,taunt,,The [color=#70af00]Ferod[/color] strangles you with its writhing vines...,[color=#70af00]페로드[/color]가 꿈틀거리는 덩굴로 너를 조른다...
Table_Enemies|bugbear|name|,Table_Enemies,bugbear,name,,Obar,오바르
Table_Enemies|bugbear|name_color|,Table_Enemies,bugbear,name_color,,[color=#ffa050]Obar[/color],[color=#ffa050]오바르[/color]
Table_Enemies|bugbear|sighting|,Table_Enemies,bugbear,sighting,,[color=#ffa050]Obars[/color] terrorize this land,[color=#ffa050]오바르들[/color]이 이 땅을 공포로 몰아넣는다
Table_Enemies|bugbear|description|,Table_Enemies,bugbear,description,,A humanoid brute and child-eater driven from the deep forest,깊은 숲에서 쫓겨난 인간형 야수이자 어린이를 잡아먹는 존재
Table_Enemies|bugbear|rumor|,Table_Enemies,bugbear,rumor,,There is a rumor of children vanishing,아이들이 사라진다는 소문이 있다
Table_Enemies|bugbear|taunt|,Table_Enemies,bugbear,taunt,,"The [color=#ffa050]Obar[/color] licks its lips ""Fresh meat""...","[color=#ffa050]오바르[/color]가 입술을 핥는다 ""신선한 고기""..."
Table_Enemies|sporebeast|name|,Table_Enemies,sporebeast,name,,Sporebeast,포자 야수
Table_Enemies|sporebeast|name_color|,Table_Enemies,sporebeast,name_color,,[color=#70ff30]Sporebeast[/color],[color=#70ff30]포자 야수[/color]
Table_Enemies|sporebeast|sighting|,Table_Enemies,sporebeast,sighting,,[color=#70ff30]Sporebeasts[/color] dwell here,[color=#70ff30]포자 야수들[/color]이 여기에 서식한다
Table_Enemies|sporebeast|description|,Table_Enemies,sporebeast,description,,A strange creature that waddles beneath a poisonous shell. Driven from the northern filth-valleys,독이 든 껍질 아래에서 뒤뚱거리는 이상한 생물. 북쪽 오물 계곡에서 쫓겨났다
