english,korean,occurrence_count,examples
INF,,1,Table_InfoButtons:inflex:name
Ice,,14,Table_Traits:Icewalking:Element | Table_Traits:Inuk:Element | Table_Traits:Cryomancy:Element | Table_Traits:Isaz:Element | Table_Traits:AuroraChant:Element
Ice Beetle,,1,Table_Enemies:icebeetle:name
Ice Disc,,1,Table_Allies:icedisc:name
Ice Knight,,1,Table_Allies:iceknight:name
Ice Priest,,1,Table_Enemies:icepriest:name
Ice Wasp,,1,Table_Enemies:icewasp:name
Ice take the world...,,1,Table_Enemies:tupilaq:phrase[1]
Ikuma,,1,Table_Enemies:ikuma:name
Immense strands of blurred fungus entwine the tower's surface,,1,Table_Enemies:agarithum:rumor
"In [color=#ffff50]Achra[/color], O [color=#ffff50]Achra[/color], that vanishes

beneath the [color=#a08040]cyclonic violence[/color]

of this [color=#00ff80]cosmic shell[/color]

walk the [color=#ff2020]rending path[/color], O pilgrim

your steps, tribute to (d)!

[color=#ffa000]Glorious offering[/color]!

May your [color=#ff5050]enemies[/color], of monstrous

[color=#a030ff]writhing shape[/color]

become [color=#ff2020]frothy dismemberment[/color]

in the [color=#2020ff]rising sea[/color]",,1,Table_Verses:verse007:text
"In the ancient war that lit the burning lands, it is said a Flame Knight wielded a greatsword forged from a dragon's breath

A follower of Azar, he was executed during the reign of the war-queen

His blazing sword, coveted by a pale, shapeless demon, was lost to the stars",,1,Table_Lore:FlameKnight:text
"In the burning lands, when the war-queen's reign was broken, a secret coven of sorcerers fled the marble palace, traveling south to the borders of the deep forest

Among the Lochra, they became known as the Topheths, famous for the ritual incineration of their followers, the power to transmute life-force into waves of death; in time, the Tophethic arts were embraced by the skull-wearers of the Lochra priesthood

However, some priests refuse to accept the Topheths, as their history in the burning lands, and true role within the marble palace, has been mysteriously lost",,1,Table_Lore:Topheth:text
In the distance you hear a shrieking roar,,1,Table_Enemies:greenwyrm:rumor
"In the gate of death, fortress of the blight-princes, goddess-corpse, where Eresh squats in dim grief, death magic reigns supreme

Those who truly walk the ""Path of Death"" are therefore said to have gazed ""between the teeth of Eresh""

In the expanses of Achra, there are many who carry death's mantle; the ancient, imprisoned cave-god of death, sullen beneath the world; apostate Skin Priests, their crowds of Gehen, with pilgrim Death knights, who seek freedom from the cosmic struggle; wandering Basilisks and Withered Imps, spreading blight-paths; wild Deathdrakes, enraged beneath their decaying curse; skull-wearers of the Lochra priesthood, who seek power through violent rites 

To the sages of the temple-lands, death is the final element, a vitalizing blot in the admixture of the earth",,1,Table_Lore:death2:text
"In the hierarchy of the yellow church, those master-servants who choose to venture into Achra are called Mesmers

A Mesmer, seeking the wide lore of the earth, was traveling through lost Shuppurak when rat-men emerged from the plain and assaulted the ruined walls; there was a strange bell-sound, and, it is said, the entire force of rat-men lay down, their minds emptied, yellow-green eyes bulging in the dust",,1,Table_Lore:Mesmer:text
"In the mountain temple-lands of Achra, Liturgists are those who lead and combine the element-cults

They are followed by great crowds of zealots, who yearn to one day gather in the sacred pillars, streaked with violet, astral light",,1,Table_Lore:Liturgist:text
In the red depth you sense a gathering of bodies...,,1,Table_Enemies:RedPrince:rumor
"In the southern reaches of the mountain temple-lands, the storm temples stand apart, blessed by Hadad himself, it is said, in the first lowering of the waters

It was a sorcerer of the storm temples who called the first thunderdrakes down to Achra

Beasts of sparkling power, their blood was coveted by those who became known as the thunder priests, who abandoned their temples for the hubris of the towers

The ""Path of Lightning"" is taught by those who remain, who contemplate the storm, how the world may end, a final perfection of wind and light",,1,Table_Lore:lightning:text
"In the unending battles of Achra, the violence of the path, there are many forms of martial excellence

Champions and duelists roam the coastal plains, teaching the disciplined fighter-lore of lost Shuppurak

In the deep forest, the mountains and wild places, bare-chested wanderers attain brutal might, while assassins perfect their subtle art

The way of ""Martial Purity"" was taught by a nameless Strijela of the eastern desert; in her words, ""Nothing is greater in life; all are welcome to the contest of force""",,1,Table_Lore:martial:text
"Increase the [color=#50ffff]Defense[/color], [color=#5050ff]Block[/color] and [color=#8030af]Astral[/color] resistance of [color=#ffff50]summoned allies[/color]

On [color=#ffff50]entrance[/color]: 

     summon a number of [color=#8030af]Astral Knights[/color]

[color=#a0a0a0]Summoned amount = Level

Sumoned Block increase = 80 * Level

Summoned resist and Defense dice increase = 10 * Level

Astral Knights are powerful warriors able to teleport enemies[/color]",,1,Table_Traits:AstralKnight:Description
"Increases all instances of non-[color=#af8f50]Physical[/color] damage that you [color=#ffff50]deal[/color]

[color=#a0a0a0]Increase = Level * 2, as flat or %, whichever is higher

This trait gains a level if your Glory rises and Willpower is your highest attribute

""Physical"" damage is Slash, Blunt and Pierce[/color]",,2,Table_TraitsGeneric:Empowered:Description | Table_TraitsGeneric:Empowered:Description_Unit
Inflame,,1,Table_Buffs:Inflame:name
Inherits 20% of your [color=#ff8080]max Life[/color],,2,Table_TraitsGeneric:SacredSkin:Description | Table_TraitsGeneric:SacredSkin:Description_Unit
Inherits your Main-hand [color=#ff8030]Hit[/color],,4,Table_TraitsGeneric:MardokBeast:Description | Table_TraitsGeneric:MardokBeast:Description_Unit | Table_TraitsGeneric:OrosAppendage:Description | Table_TraitsGeneric:OrosAppendage:Description_Unit
Inherits your Main-hand [color=#ff8030]Hit[/color] and [color=#ffa050]Accuracy[/color],,2,Table_TraitsGeneric:Psychomorph:Description | Table_TraitsGeneric:Psychomorph:Description_Unit
Inherits your [color=#5050ff]Armor[/color] and [color=#5050ff]Block[/color],,3,Table_TraitsGeneric:DumuziServant:Description | Table_TraitsGeneric:DumuziServant:Description_Unit | Table_TraitsGeneric:Worshipper:Description
"Inherits your [color=#ff8080]max Life[/color]

On [color=#78bca4]game turn[/color]:

     [color=#50ff50]heal[/color] 25% of [color=#ff8080]max Life[/color]",,2,Table_TraitsGeneric:gorse:Description | Table_TraitsGeneric:gorse:Description_Unit
"Inherits your [color=#ff8080]max Life[/color], Main-hand [color=#ff8030]Hit[/color] and current [color=#50ff50]Speed[/color]",,2,Table_TraitsGeneric:Hemogoblin:Description | Table_TraitsGeneric:Hemogoblin:Description_Unit
Irga Guard,,1,Table_Enemies:irga_guard:name
Irga Knight,,1,Table_Enemies:irga_knight:name
Irga Priest,,1,Table_Enemies:irga_priest:name
Iron Breastplate,,1,Table_Armor:iron_chest:name
Iron Chausses,,1,Table_Armor:iron_leg:name
Iron Gauntlets,,1,Table_Armor:iron_hand:name
Iron Giant,,1,Table_Enemies:irongolem:name
It is said evil vines grow here,,1,Table_Enemies:Fera:rumor
"It is said fire was once the domain of Phoenix, a star-goddess of Achra, before it was stolen by Azar, who carried it to the lands below to revive Agni, his divine twin

In the burning lands, the last followers of Azar were slaughtered by excorites of the war-queen upon her violent ascension, while priests of Agni fled into the wilderness

Beyond, to the many cults of Achra, fire magic is a symbol of both destruction and vitality

The ""Path of Fire"" is taught by flame priests, who worship in the mountain temple-lands, among pillars of orange stone",,1,Table_Lore:fire:text
It is said pale warriors lurk here,,1,Table_Enemies:heliot:rumor
"It is said that Achra was once a world of cities, strung with wide-stone paths, until the coming of plague, the destroyer of delights

Plaguemancers, in somber covens, keep dim remembrance of this devastation

Among the Brud of the filth-valleys, Plaguemancers are well-known as prophets and terrible, nation-destoying mystics, reaching far beyond the natural indignities of death",,1,Table_Lore:Plaguemancer:text
"It is said that the northern filth-valleys were disgorged by the green mother, after the first lowering of the waters, in disgust at the sudden brilliance of the stars

In that place of wild sickness, the Uspori are those who craft a unique paralyzing poison, through a secret ritual performed in hidden caves

Accompanied by monstrous Bukavac, the Uspori are feared skirmishers, and often stand against blight-raiders from the gate of death",,1,Table_Lore:Uspori:text
"It is said the ""hungry god"" lives here",,1,Table_Enemies:ogre:rumor
"It is said this place is haunted by a ""Lord of Mouths""",,1,Table_Enemies:tethic_knight:rumor
"It was a worn-down [color=#FF4500]chariot land[/color]. A land of [color=#7FFFD4]glittering cities[/color] and horned phalanxes bleeding their [color=#ffa000]glory[/color] across the rippling plains

This was the shaping of [color=#ffff50]Achra[/color], O King. Changes witnessed by the [color=#CD5C5C]changeless depth[/color]. My [color=#FFDAB9]ash-birth[/color]. This I know

In [color=#FF00FF]legend[/color] the universe is set. The gaze of [color=#7CFC00]divinity[/color] yearns for [color=#ff0000]one alone[/color], to fill it. To cast thy [color=#DA70D6]shadow[/color] in every corner. O King, to [color=#FFA07A]consume[/color] all horizons...",,1,Table_Verses:verse026:text
"It was an Elementalist who conjured the first temple of Achra, fabricating it from the young mountains and dedicating it to Spectra, the vanished goddess of rainbows, birth and the once-living sea. The temple is now considered nameless and lost, buried by the new deities of the temple-lands or, according to certain sages of the wilderness, hidden under the towers of the path

In the distortion of the ages, it has become increasingly rare for a true Elementalist to rise from the kinetic arts, though aspirant cultists often claim this title",,1,Table_Lore:Elementalist:text
"It was an Inuqqa of the Arjana who first stood against the Surtmir onslaught, as they poured blue-furred and monstrous from their volcano

The Inuqqa entered a trance; in a pillar of cold blue light, death rained down on the invaders

Though a Surtmir war-king finally trumphed, beheading the Inuqqa, a great mound of his comrades lay withered and slain upon the frozen waste",,1,Table_Lore:VoidMage:text
It watches! Beyond the dark...,,1,Table_Enemies:JeweledVisage:phrase[1]
Jackalform,,1,Table_Buffs:Jackalform:name
JadeSoldier,,1,Table_Allies:JadeSoldier:name
Janin,,1,Table_Allies:janin:name
Jawhara,,1,Table_Enemies:jawhara:name
Jeweled Visage,,1,Table_Enemies:JeweledVisage:name
Jin-bu,,1,Table_Buffs:JinBu:name
Kasharite,,1,Table_Enemies:Kasharite:name
Keliot,,1,Table_Enemies:keliot:name
Khana,,1,Table_Enemies:Khana:name
Kiggak,,1,Table_Enemies:Kiggak:name
King of Many Colors,,4,Table_Enemies:king:name | Table_Enemies:king2:name | Table_Enemies:king3:name | Table_Enemies:king4:name
Kolec,,1,Table_Enemies:kolec:name
Kotka,,1,Table_Allies:kotka:name
Krampite,,1,Table_Enemies:Krampite:name
Lapsi,,1,Table_Enemies:lapsi:name
Life,,9,Table_Traits:Vinakinesis:Element | Table_Traits:Chuluma:Element | Table_Traits:MasterEntangle:Element | Table_Traits:AmplifiedHealing:Element | Table_Traits:Invigoration:Element
Lightning,,14,Table_Traits:Elding:Element | Table_Traits:Kerjata:Element | Table_Traits:Skera:Element | Table_Traits:Ikami:Element | Table_Traits:Chamakana:Element
Little pilgrim...prepare thy gaze...,,1,Table_Enemies:JeweledVisage:phrase[0]
Little pilgrim...thy master blooms...,,1,Table_Enemies:RedFlower:phrase[0]
Living Ice,,1,Table_Allies:livingice:name
Lizardform,,1,Table_Buffs:Lizardform:name
"Long ago, a priest of lost Shuppurak made pilgrimage to the dawn marshes, and learned of a marsh-cleric who could take on serpent-shape

Coveting this power, the priest stole the scroll of changing, but was instead cursed by the cleric, warped into a monstrous, chimeric form; he became the first Shapeshifter, whose green-hued blood craves transformation",,1,Table_Lore:Shapeshifter:text
Longlegs,,1,Table_Enemies:longlegs:name
Malaga,,1,Table_Enemies:Malad:name
"Many who walk the path of Achra crave the great glory-won powers of magic and skill

Rare pilgrims will abstain from the great powers, keeping a vow of humility

To ones such as these, glory alone is the prize, a divine mystery that glimmers above the earth",,1,Table_Lore:powerless:text
Mark,,1,Table_Buffs:Mark:name
Masked Apostle,,1,Table_Enemies:MaskedApostle:name
Masked Zealot,,1,Table_Enemies:MaskedZealot:name
Masked regent sent to the gate of horn. Exiled long ago from a broken tower. Awaits the 'wandering king' of the star-path. Presides over monstrosities of thought,,1,Table_Enemies:YellowQueen:description
Med mora...okonna...,,1,Table_Enemies:SlouchingBeast:phrase[1]
Med voga...ad voga...,,1,Table_Enemies:voggite:phrase[0]
Meditate,,1,Table_Buffs:Meditate:name
Metalith,,1,Table_Enemies:metalith:name
Mighty flower...permit me...,,1,Table_Enemies:WakingFlower:phrase[0]
Mind-Palm,,1,Table_Enemies:MindPalm:name
Moroid Knight,,1,Table_Enemies:moroidknight:name
Moroid Zealot,,1,Table_Enemies:moroidzealot:name
"Most Dreamers serve the goddess Mehtar, who slumbers deep within the high glaciers, guarding the world's edge with phantasms of ice

Some, however, abstain from Mehtar's gift, choosing instead to wander Achra

It is said a Dreamer once came to the yellow church, to challenge the psychic art of the master-servants

A battle ensued, a great spiral of blue light, it is said, and in the fading dusk a gentle rain fell on the salt waste",,1,Table_Lore:Dreamer:text
Mouth of Eresh,,1,Table_Allies:MawEresh:name
Mouth of Fire,,1,Table_Enemies:fire_mouth:name
Mud Wretch,,1,Table_Enemies:mud_golem:name
Mushroom,,1,Table_Allies:Mushroom:name
Musmahu,,1,Table_Allies:musmahu:name
"Necromancers are those committed to the lore of reanimation, of death-from-life

Desiring power, or striving for their own ends, they often stand opposed to edicts passed by the gate of death, and for generations have been hunted by its blight-princes",,1,Table_Lore:Necromancer:text
Newtform,,1,Table_Buffs:Newtform:name
Nomad,,1,Table_Allies:pilgrim:name
"O King, here these [color=#6495ED]truths[/color], that no account may surpass

The [color=#4169E1]ocean[/color] swells: annihilation. [color=#a0a000]Death[/color] lumbers underground, sullen in his [color=#BC8F8F]cave[/color] of dry stone. The realm of [color=#F4A460]dust[/color] is boundless, it is beyond your concern, it is beyond your [color=#7FFFD4]iteration[/color]

My folk crusade now among the [color=#EE82EE]dazzling stars[/color], yearning for the conquest of light. Your power, [color=#FFFF00]radiance[/color], that demolishes all [color=#B22222]constraint[/color]...",,1,Table_Verses:verse029:text
"O King, see [color=#ffff50]Achra[/color], in the first [color=#DA70D6]unraveling[/color] of light

Continent of [color=#DC143C]monster-gods[/color]. A roaring [color=#8FBC8F]wilderness[/color] of vines, ruled by deathless folk of the [color=#00FF7F]green passages[/color], of limitless contempt. Dreadful [color=#20af60]Banrion[/color]...

So it is said! History is the quickening of [color=#ff2020]blood[/color], the [color=#CD853F]collapse[/color] of blood, a vast and vile [color=#6A5ACD]exhaustion[/color]

May your [color=#00FFFF]fist[/color] close on it all, may it be the [color=#8A2BE2]final closing[/color], O King of [color=#DDA0DD]broken light[/color]...",,1,Table_Verses:verse028:text
